State_Name,District_Name,Crop_Year,Season,Area,Production
Bihar,PURNIA,2010,Winter     ,66641.0,73480.0
Bihar,PURNIA,2011,Autumn     ,13084.0,15026.0
Bihar,PURNIA,2011,Summer     ,10918.0,19585.0
Bihar,PURNIA,2011,Winter     ,74027.0,160944.0
Bihar,PURNIA,2012,Autumn     ,10937.0,14470.0
Bihar,PURNIA,2012,Summer     ,10674.0,21399.0
Bihar,PURNIA,2012,Winter     ,73753.0,152083.0
Bihar,PURNIA,2013,Autumn     ,10583.0,19861.0
Bihar,PURNIA,2013,Summer     ,10247.0,21956.0
Bihar,PURNIA,2013,Winter     ,73753.0,135463.0
Bihar,PURNIA,2014,Autumn     ,9483.0,18508.0
Bihar,PURNIA,2014,Summer     ,9893.0,24699.0
Bihar,PURNIA,2014,Winter     ,66101.0,185906.0
Bihar,ROHTAS,2010,Autumn     ,107.0,105.0
Bihar,ROHTAS,2010,Summer     ,20.0,38.0
Bihar,ROHTAS,2010,Winter     ,173199.0,286390.0
Bihar,ROHTAS,2011,Autumn     ,68.0,108.0
Bihar,ROHTAS,2011,Summer     ,21.0,31.0
Bihar,ROHTAS,2011,Winter     ,170103.0,736122.0
Bihar,ROHTAS,2012,Autumn     ,71.0,125.0
Bihar,ROHTAS,2012,Summer     ,21.0,48.0
Bihar,ROHTAS,2012,Winter     ,179105.0,718964.0
Bihar,ROHTAS,2013,Autumn     ,18.0,24.0
Bihar,ROHTAS,2013,Winter     ,197127.0,776174.0
Bihar,ROHTAS,2014,Winter     ,196508.0,820981.0
Bihar,SAHARSA,2010,Autumn     ,21563.0,28162.0
Bihar,SAHARSA,2010,Summer     ,2615.0,4710.0
Bihar,SAHARSA,2010,Winter     ,68140.0,67724.0
Bihar,SAHARSA,2011,Autumn     ,26055.0,44660.0
Bihar,SAHARSA,2011,Summer     ,2654.0,5187.0
Bihar,SAHARSA,2011,Winter     ,69733.0,140957.0
Bihar,SAHARSA,2012,Autumn     ,22565.0,19541.0
Bihar,SAHARSA,2012,Summer     ,2182.0,3887.0
Bihar,SAHARSA,2012,Winter     ,75385.0,168440.0
Bihar,SAHARSA,2013,Autumn     ,21084.0,35767.0
Bihar,SAHARSA,2013,Summer     ,2303.0,5164.0
Bihar,SAHARSA,2013,Winter     ,74061.0,107811.0
Bihar,SAHARSA,2014,Autumn     ,22635.0,34881.0
Bihar,SAHARSA,2014,Summer     ,816.0,1055.0
Bihar,SAHARSA,2014,Winter     ,66869.0,130436.0
Bihar,SAMASTIPUR,2010,Autumn     ,35239.0,24730.0
Bihar,SAMASTIPUR,2010,Summer     ,893.0,773.0
Bihar,SAMASTIPUR,2010,Winter     ,52302.0,21553.0
Bihar,SAMASTIPUR,2011,Autumn     ,52016.0,100877.0
Bihar,SAMASTIPUR,2011,Winter     ,57253.0,122096.0
Bihar,SAMASTIPUR,2012,Autumn     ,52016.0,77603.0
Bihar,SAMASTIPUR,2012,Winter     ,40544.0,88148.0
Bihar,SAMASTIPUR,2013,Autumn     ,37527.0,45971.0
Bihar,SAMASTIPUR,2013,Summer     ,1210.0,2070.0
Bihar,SAMASTIPUR,2013,Winter     ,55454.0,64958.0
Bihar,SAMASTIPUR,2014,Autumn     ,33234.0,69706.0
Bihar,SAMASTIPUR,2014,Summer     ,2768.0,4214.0
Bihar,SAMASTIPUR,2014,Winter     ,52867.0,112523.0
Bihar,SARAN,2010,Autumn     ,5872.0,6406.0
Bihar,SARAN,2010,Summer     ,286.0,556.0
Bihar,SARAN,2010,Winter     ,65124.0,82372.0
Bihar,SARAN,2011,Autumn     ,2913.0,4948.0
Bihar,SARAN,2011,Summer     ,273.0,547.0
Bihar,SARAN,2011,Winter     ,74486.0,130617.0
Bihar,SARAN,2012,Autumn     ,479.0,1008.0
Bihar,SARAN,2012,Summer     ,273.0,772.0
Bihar,SARAN,2012,Winter     ,70129.0,164814.0
Bihar,SARAN,2013,Autumn     ,1261.0,2075.0
Bihar,SARAN,2013,Summer     ,2855.0,6653.0
Bihar,SARAN,2013,Winter     ,70608.0,121823.0
Bihar,SARAN,2014,Autumn     ,910.0,1831.0
Bihar,SARAN,2014,Winter     ,71635.0,162891.0
Bihar,SHEIKHPURA,2010,Winter     ,8856.0,4205.0
Bihar,SHEIKHPURA,2011,Autumn     ,63.0,95.0
Bihar,SHEIKHPURA,2011,Winter     ,30870.0,69605.0
Bihar,SHEIKHPURA,2012,Winter     ,22773.0,70540.0
Bihar,SHEIKHPURA,2013,Winter     ,14782.0,36825.0
Bihar,SHEIKHPURA,2014,Winter     ,26738.0,101864.0
Bihar,SHEOHAR,2010,Autumn     ,7514.0,3796.0
Bihar,SHEOHAR,2010,Winter     ,20213.0,3845.0
Bihar,SHEOHAR,2011,Autumn     ,8075.0,24198.0
Bihar,SHEOHAR,2011,Winter     ,21727.0,51917.0
Bihar,SHEOHAR,2012,Autumn     ,5288.0,12878.0
Bihar,SHEOHAR,2012,Winter     ,19442.0,40001.0
Bihar,SHEOHAR,2013,Autumn     ,5220.0,7208.0
Bihar,SHEOHAR,2013,Winter     ,18443.0,15867.0
Bihar,SHEOHAR,2014,Autumn     ,4813.0,11420.0
Bihar,SHEOHAR,2014,Winter     ,18076.0,30595.0
Bihar,SITAMARHI,2010,Autumn     ,27152.0,13523.0
Bihar,SITAMARHI,2010,Summer     ,9.0,20.0
Bihar,SITAMARHI,2010,Winter     ,80271.0,24195.0
Bihar,SITAMARHI,2011,Autumn     ,20355.0,27816.0
Bihar,SITAMARHI,2011,Summer     ,10.0,18.0
Bihar,SITAMARHI,2011,Winter     ,84551.0,141168.0
Bihar,SITAMARHI,2012,Autumn     ,16077.0,29416.0
Bihar,SITAMARHI,2012,Summer     ,10.0,28.0
Bihar,SITAMARHI,2012,Winter     ,90250.0,199899.0
Bihar,SITAMARHI,2013,Autumn     ,16932.0,8056.0
Bihar,SITAMARHI,2013,Winter     ,82462.0,86051.0
Bihar,SITAMARHI,2014,Autumn     ,14227.0,19776.0
Bihar,SITAMARHI,2014,Winter     ,82362.0,162225.0
Bihar,SIWAN,2010,Autumn     ,21982.0,17101.0
Bihar,SIWAN,2010,Winter     ,65639.0,61884.0
Bihar,SIWAN,2011,Autumn     ,29219.0,45854.0
Bihar,SIWAN,2011,Winter     ,74099.0,151507.0
Bihar,SIWAN,2012,Autumn     ,30915.0,61901.0
Bihar,SIWAN,2012,Summer     ,9.0,21.0
Bihar,SIWAN,2012,Winter     ,72206.0,160728.0
Bihar,SIWAN,2013,Autumn     ,29007.0,45157.0
Bihar,SIWAN,2013,Summer     ,29.0,67.0
Bihar,SIWAN,2013,Winter     ,65079.0,113031.0
Bihar,SIWAN,2014,Autumn     ,28045.0,63934.0
Bihar,SIWAN,2014,Summer     ,28.0,57.0
Bihar,SIWAN,2014,Winter     ,64555.0,126893.0
Bihar,SUPAUL,2010,Autumn     ,22177.0,31278.0
Bihar,SUPAUL,2010,Summer     ,6196.0,12124.0
Bihar,SUPAUL,2010,Winter     ,62055.0,70708.0
Bihar,SUPAUL,2011,Autumn     ,33647.0,29926.0
Bihar,SUPAUL,2011,Summer     ,6197.0,8966.0
Bihar,SUPAUL,2011,Winter     ,58119.0,102423.0
Bihar,SUPAUL,2012,Autumn     ,33647.0,56306.0
Bihar,SUPAUL,2012,Summer     ,6197.0,11750.0
Bihar,SUPAUL,2012,Winter     ,58119.0,85302.0
Bihar,SUPAUL,2013,Autumn     ,32441.0,49310.0
Bihar,SUPAUL,2013,Summer     ,11049.0,21822.0
Bihar,SUPAUL,2013,Winter     ,54942.0,96717.0
Bihar,SUPAUL,2014,Autumn     ,28287.0,42780.0
Bihar,SUPAUL,2014,Summer     ,6092.0,8341.0
Bihar,SUPAUL,2014,Winter     ,77698.0,149839.0
Bihar,VAISHALI,2010,Autumn     ,4650.0,2590.0
Bihar,VAISHALI,2010,Summer     ,157.0,265.0
Bihar,VAISHALI,2010,Winter     ,33233.0,22677.0
Bihar,VAISHALI,2011,Autumn     ,7522.0,11307.0
Bihar,VAISHALI,2011,Summer     ,151.0,275.0
Bihar,VAISHALI,2011,Winter     ,38432.0,92937.0
Bihar,VAISHALI,2012,Autumn     ,7820.0,18287.0
Bihar,VAISHALI,2012,Summer     ,151.0,427.0
Bihar,VAISHALI,2012,Winter     ,38381.0,93187.0
Bihar,VAISHALI,2013,Autumn     ,4298.0,3684.0
Bihar,VAISHALI,2013,Summer     ,686.0,1609.0
Bihar,VAISHALI,2013,Winter     ,35229.0,53367.0
Bihar,VAISHALI,2014,Autumn     ,5925.0,6254.0
Bihar,VAISHALI,2014,Summer     ,681.0,1519.0
Bihar,VAISHALI,2014,Winter     ,39578.0,90475.0
Chandigarh,CHANDIGARH,2010,Kharif     ,20.0,103.0
Chhattisgarh,BALOD,2011,Kharif     ,177115.0,327525.0
Chhattisgarh,BALOD,2012,Kharif     ,177182.0,357486.0
Chhattisgarh,BALOD,2013,Kharif     ,181677.0,291899.0
Chhattisgarh,BALOD,2014,Kharif     ,183795.0,348670.0
Chhattisgarh,BALODA BAZAR,2011,Kharif     ,225302.0,264652.0
Chhattisgarh,BALODA BAZAR,2012,Kharif     ,222135.0,382025.0
Chhattisgarh,BALODA BAZAR,2013,Kharif     ,223120.0,324941.0
Chhattisgarh,BALODA BAZAR,2014,Kharif     ,238360.0,383684.0
Chhattisgarh,BALRAMPUR,2011,Kharif     ,81931.0,112272.0
Chhattisgarh,BALRAMPUR,2012,Kharif     ,78612.0,153034.0
Chhattisgarh,BALRAMPUR,2013,Kharif     ,76789.0,128716.0
Chhattisgarh,BALRAMPUR,2014,Kharif     ,84190.0,153462.0
Chhattisgarh,BASTAR,2010,Kharif     ,239376.0,401486.0
Chhattisgarh,BASTAR,2011,Kharif     ,136930.0,145313.0
Chhattisgarh,BASTAR,2012,Kharif     ,137609.0,244700.0
Chhattisgarh,BASTAR,2013,Kharif     ,137727.0,229306.0
Chhattisgarh,BASTAR,2014,Kharif     ,132393.0,241480.0
Chhattisgarh,BEMETARA,2011,Kharif     ,155499.0,271535.0
Chhattisgarh,BEMETARA,2012,Kharif     ,154451.0,266542.0
Chhattisgarh,BEMETARA,2013,Kharif     ,156979.0,231018.0
Chhattisgarh,BEMETARA,2014,Kharif     ,160884.0,274799.0
Chhattisgarh,BIJAPUR,2010,Kharif     ,59639.0,127052.0
Chhattisgarh,BIJAPUR,2011,Kharif     ,55919.0,79528.0
Chhattisgarh,BIJAPUR,2012,Kharif     ,60841.0,115818.0
Chhattisgarh,BIJAPUR,2013,Kharif     ,61635.0,99211.0
Chhattisgarh,BIJAPUR,2014,Kharif     ,61565.0,115289.0
Chhattisgarh,BILASPUR,2010,Kharif     ,329117.0,551672.0
Chhattisgarh,BILASPUR,2011,Kharif     ,224564.0,412102.0
Chhattisgarh,BILASPUR,2012,Kharif     ,219766.0,436557.0
Chhattisgarh,BILASPUR,2013,Kharif     ,222487.0,459300.0
Chhattisgarh,BILASPUR,2014,Kharif     ,227579.0,456491.0
Chhattisgarh,DANTEWADA,2010,Kharif     ,137791.0,261296.0
Chhattisgarh,DANTEWADA,2011,Kharif     ,66335.0,84423.0
Chhattisgarh,DANTEWADA,2012,Kharif     ,67846.0,164816.0
Chhattisgarh,DANTEWADA,2013,Kharif     ,68153.0,112922.0
Chhattisgarh,DANTEWADA,2014,Kharif     ,70366.0,131262.0
Chhattisgarh,DHAMTARI,2010,Kharif     ,168855.0,395133.0
Chhattisgarh,DHAMTARI,2011,Kharif     ,162439.0,405071.0
Chhattisgarh,DHAMTARI,2012,Kharif     ,185013.0,489332.0
Chhattisgarh,DHAMTARI,2013,Kharif     ,194750.0,436199.0
Chhattisgarh,DHAMTARI,2014,Kharif     ,198148.0,620402.0
Chhattisgarh,DURG,2010,Kharif     ,462087.0,844764.0
Chhattisgarh,DURG,2011,Kharif     ,129502.0,248913.0
Chhattisgarh,DURG,2012,Kharif     ,129784.0,296124.0
Chhattisgarh,DURG,2013,Kharif     ,130671.0,253696.0
Chhattisgarh,DURG,2014,Kharif     ,130467.0,242048.0
Chhattisgarh,GARIYABAND,2011,Kharif     ,134895.0,154339.0
Chhattisgarh,GARIYABAND,2012,Kharif     ,131879.0,206342.0
Chhattisgarh,GARIYABAND,2013,Kharif     ,134290.0,198730.0
Chhattisgarh,GARIYABAND,2014,Kharif     ,139889.0,237276.0
Chhattisgarh,JANJGIR-CHAMPA,2010,Kharif     ,254778.0,659384.0
Chhattisgarh,JANJGIR-CHAMPA,2011,Kharif     ,279492.0,734839.0
Chhattisgarh,JANJGIR-CHAMPA,2012,Kharif     ,281528.0,847944.0
Chhattisgarh,JANJGIR-CHAMPA,2013,Kharif     ,257816.0,742522.0
Chhattisgarh,JANJGIR-CHAMPA,2014,Kharif     ,253667.0,802349.0
Chhattisgarh,JASHPUR,2010,Kharif     ,179402.0,247335.0
Chhattisgarh,JASHPUR,2011,Kharif     ,180163.0,267743.0
Chhattisgarh,JASHPUR,2012,Kharif     ,182433.0,278298.0
Chhattisgarh,JASHPUR,2013,Kharif     ,180506.0,277510.0
Chhattisgarh,JASHPUR,2014,Kharif     ,180700.0,290404.0
Chhattisgarh,KABIRDHAM,2010,Kharif     ,95739.0,151006.0
Chhattisgarh,KABIRDHAM,2011,Kharif     ,95695.0,155004.0
Chhattisgarh,KABIRDHAM,2012,Kharif     ,95853.0,142900.0
Chhattisgarh,KABIRDHAM,2013,Kharif     ,96026.0,127776.0
Chhattisgarh,KABIRDHAM,2014,Kharif     ,102157.0,138630.0
Chhattisgarh,KANKER,2010,Kharif     ,173596.0,385716.0
Chhattisgarh,KANKER,2011,Kharif     ,173669.0,241055.0
Chhattisgarh,KANKER,2012,Kharif     ,174398.0,452378.0
Chhattisgarh,KANKER,2013,Kharif     ,177529.0,431585.0
Chhattisgarh,KANKER,2014,Kharif     ,178689.0,477197.0
Chhattisgarh,KONDAGAON,2011,Kharif     ,99670.0,105332.0
Chhattisgarh,KONDAGAON,2012,Kharif     ,99796.0,172562.0
Chhattisgarh,KONDAGAON,2013,Kharif     ,100277.0,181999.0
Chhattisgarh,KONDAGAON,2014,Kharif     ,100383.0,193520.0
Chhattisgarh,KORBA,2010,Kharif     ,109207.0,130510.0
Chhattisgarh,KORBA,2011,Kharif     ,109052.0,151705.0
Chhattisgarh,KORBA,2012,Kharif     ,109252.0,175010.0
Chhattisgarh,KORBA,2013,Kharif     ,109179.0,150499.0
Chhattisgarh,KORBA,2014,Kharif     ,109135.0,164065.0
Chhattisgarh,KOREA,2010,Kharif     ,67867.0,73896.0
Chhattisgarh,KOREA,2011,Kharif     ,69804.0,104657.0
Chhattisgarh,KOREA,2012,Kharif     ,69533.0,122289.0
Chhattisgarh,KOREA,2013,Kharif     ,69767.0,112577.0
Chhattisgarh,KOREA,2014,Kharif     ,73095.0,130407.0
Chhattisgarh,MAHASAMUND,2010,Kharif     ,266738.0,486688.0
Chhattisgarh,MAHASAMUND,2011,Kharif     ,266270.0,377333.0
Chhattisgarh,MAHASAMUND,2012,Kharif     ,270962.0,521880.0
Chhattisgarh,MAHASAMUND,2013,Kharif     ,271381.0,474504.0
Chhattisgarh,MAHASAMUND,2014,Kharif     ,272551.0,510063.0
Chhattisgarh,MUNGELI,2011,Kharif     ,108233.0,213753.0
Chhattisgarh,MUNGELI,2012,Kharif     ,108920.0,245868.0
Chhattisgarh,MUNGELI,2013,Kharif     ,108812.0,187778.0
Chhattisgarh,MUNGELI,2014,Kharif     ,108824.0,220811.0
Chhattisgarh,NARAYANPUR,2010,Kharif     ,29917.0,51571.0
Chhattisgarh,NARAYANPUR,2011,Kharif     ,23961.0,26115.0
Chhattisgarh,NARAYANPUR,2012,Kharif     ,24207.0,34894.0
Chhattisgarh,NARAYANPUR,2013,Kharif     ,24627.0,39302.0
Chhattisgarh,NARAYANPUR,2014,Kharif     ,24856.0,44005.0
Chhattisgarh,RAIGARH,2010,Kharif     ,240388.0,336652.0
Chhattisgarh,RAIGARH,2011,Kharif     ,241162.0,334923.0
Chhattisgarh,RAIGARH,2012,Kharif     ,240220.0,362982.0
Chhattisgarh,RAIGARH,2013,Kharif     ,237928.0,303252.0
Chhattisgarh,RAIGARH,2014,Kharif     ,228200.0,367385.0
Chhattisgarh,RAIPUR,2010,Kharif     ,545965.0,771395.0
Chhattisgarh,RAIPUR,2011,Kharif     ,169099.0,219975.0
Chhattisgarh,RAIPUR,2012,Kharif     ,183690.0,375108.0
Chhattisgarh,RAIPUR,2013,Kharif     ,185684.0,314837.0
Chhattisgarh,RAIPUR,2014,Kharif     ,186042.0,376312.0
Chhattisgarh,RAJNANDGAON,2010,Kharif     ,274412.0,438569.0
Chhattisgarh,RAJNANDGAON,2011,Kharif     ,276480.0,458453.0
Chhattisgarh,RAJNANDGAON,2012,Kharif     ,277609.0,512609.0
Chhattisgarh,RAJNANDGAON,2013,Kharif     ,281928.0,428897.0
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,287194.0,480285.0
Chhattisgarh,SUKMA,2011,Kharif     ,71239.0,91114.0
Chhattisgarh,SUKMA,2012,Kharif     ,73085.0,156158.0
Chhattisgarh,SUKMA,2013,Kharif     ,72828.0,171578.0
Chhattisgarh,SUKMA,2014,Kharif     ,78438.0,174280.0
Chhattisgarh,SURAJPUR,2011,Kharif     ,107505.0,148323.0
Chhattisgarh,SURAJPUR,2012,Kharif     ,108067.0,138640.0
Chhattisgarh,SURAJPUR,2013,Kharif     ,108262.0,189774.0
Chhattisgarh,SURAJPUR,2014,Kharif     ,106865.0,196547.0
Chhattisgarh,SURGUJA,2010,Kharif     ,302922.0,323612.0
Chhattisgarh,SURGUJA,2011,Kharif     ,117901.0,164828.0
Chhattisgarh,SURGUJA,2012,Kharif     ,117501.0,196105.0
Chhattisgarh,SURGUJA,2013,Kharif     ,116893.0,202401.0
Chhattisgarh,SURGUJA,2014,Kharif     ,117268.0,206623.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2010,Kharif     ,10220.0,19653.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2010,Rabi       ,580.0,1186.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2011,Kharif     ,10316.0,18156.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2011,Rabi       ,349.0,396.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2012,Kharif     ,13490.0,26036.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2012,Rabi       ,344.0,668.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2013,Kharif     ,13255.0,24866.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2013,Rabi       ,325.0,631.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Kharif     ,13490.0,25181.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Rabi       ,376.0,726.0
Goa,NORTH GOA,2010,Kharif     ,17314.0,41896.0
Goa,NORTH GOA,2010,Rabi       ,8450.0,22437.0
Goa,NORTH GOA,2011,Kharif     ,18019.0,47954.0
Goa,NORTH GOA,2011,Rabi       ,8450.0,23108.0
Goa,NORTH GOA,2012,Kharif     ,18045.0,47789.0
Goa,NORTH GOA,2012,Rabi       ,7355.0,21852.0
Goa,NORTH GOA,2013,Kharif     ,14740.0,44206.0
Goa,NORTH GOA,2013,Rabi       ,7270.0,22145.0
Goa,NORTH GOA,2014,Kharif     ,14385.0,40962.0
Goa,NORTH GOA,2014,Rabi       ,6820.0,18826.0
Goa,SOUTH GOA,2010,Kharif     ,13318.0,30325.0
Goa,SOUTH GOA,2010,Rabi       ,7530.0,20336.0
Goa,SOUTH GOA,2011,Kharif     ,13228.0,30816.0
Goa,SOUTH GOA,2011,Rabi       ,7540.0,20113.0
Goa,SOUTH GOA,2012,Kharif     ,13210.0,33440.0
Goa,SOUTH GOA,2012,Rabi       ,7220.0,19740.0
Goa,SOUTH GOA,2013,Kharif     ,13590.0,35908.0
Goa,SOUTH GOA,2013,Rabi       ,7220.0,24252.0
Goa,SOUTH GOA,2014,Kharif     ,13455.0,40307.0
Goa,SOUTH GOA,2014,Rabi       ,7310.0,20410.0
Gujarat,AHMADABAD,2010,Kharif     ,103500.0,273600.0
Gujarat,AHMADABAD,2010,Summer     ,10000.0,36700.0
Gujarat,AHMADABAD,2011,Kharif     ,119000.0,311000.0
Gujarat,AHMADABAD,2011,Summer     ,14100.0,54600.0
Gujarat,AHMADABAD,2012,Kharif     ,107800.0,212600.0
Gujarat,AHMADABAD,2012,Summer     ,4700.0,13100.0
Gujarat,ANAND,2010,Kharif     ,87700.0,185200.0
Gujarat,ANAND,2010,Summer     ,1500.0,4100.0
Gujarat,ANAND,2011,Kharif     ,89000.0,198500.0
Gujarat,ANAND,2011,Summer     ,2800.0,6300.0
Gujarat,ANAND,2012,Kharif     ,94400.0,238900.0
Gujarat,ANAND,2012,Summer     ,700.0,2200.0
Gujarat,BHARUCH,2010,Kharif     ,11400.0,19200.0
Gujarat,BHARUCH,2010,Summer     ,1800.0,5500.0
Gujarat,BHARUCH,2011,Kharif     ,10300.0,16500.0
Gujarat,BHARUCH,2011,Summer     ,2800.0,8900.0
Gujarat,BHARUCH,2012,Kharif     ,9600.0,14100.0
Gujarat,BHARUCH,2012,Summer     ,2100.0,6300.0
Gujarat,DANG,2010,Kharif     ,18000.0,23400.0
Gujarat,DANG,2011,Kharif     ,18000.0,30700.0
Gujarat,DANG,2012,Kharif     ,13800.0,21800.0
Gujarat,DOHAD,2010,Kharif     ,35800.0,32000.0
Gujarat,DOHAD,2011,Kharif     ,36200.0,31700.0
Gujarat,DOHAD,2012,Kharif     ,31800.0,35800.0
Gujarat,GANDHINAGAR,2010,Kharif     ,16000.0,36900.0
Gujarat,GANDHINAGAR,2011,Kharif     ,8800.0,20100.0
Gujarat,GANDHINAGAR,2012,Kharif     ,3500.0,8100.0
Gujarat,JUNAGADH,2011,Kharif     ,200.0,500.0
Gujarat,KHEDA,2010,Kharif     ,87300.0,210500.0
Gujarat,KHEDA,2010,Summer     ,10100.0,25800.0
Gujarat,KHEDA,2011,Kharif     ,97500.0,212700.0
Gujarat,KHEDA,2011,Summer     ,12000.0,33800.0
Gujarat,KHEDA,2012,Kharif     ,81700.0,194500.0
Gujarat,KHEDA,2012,Summer     ,2600.0,8300.0
Gujarat,MAHESANA,2010,Kharif     ,8200.0,17400.0
Gujarat,MAHESANA,2011,Kharif     ,5400.0,9700.0
Gujarat,MAHESANA,2012,Kharif     ,1400.0,3200.0
Gujarat,NARMADA,2010,Kharif     ,12000.0,10500.0
Gujarat,NARMADA,2011,Kharif     ,17900.0,14700.0
Gujarat,NARMADA,2012,Kharif     ,11600.0,12800.0
Gujarat,NARMADA,2012,Summer     ,100.0,100.0
Gujarat,NAVSARI,2010,Kharif     ,62600.0,161300.0
Gujarat,NAVSARI,2010,Summer     ,24900.0,75300.0
Gujarat,NAVSARI,2011,Kharif     ,52200.0,133900.0
Gujarat,NAVSARI,2011,Summer     ,27400.0,80700.0
Gujarat,NAVSARI,2012,Kharif     ,51300.0,128200.0
Gujarat,NAVSARI,2012,Summer     ,8300.0,26900.0
Gujarat,PANCH MAHALS,2010,Kharif     ,70400.0,59600.0
Gujarat,PANCH MAHALS,2010,Summer     ,500.0,1400.0
Gujarat,PANCH MAHALS,2011,Kharif     ,78300.0,98200.0
Gujarat,PANCH MAHALS,2011,Summer     ,800.0,2600.0
Gujarat,PANCH MAHALS,2012,Kharif     ,67300.0,118900.0
Gujarat,PANCH MAHALS,2012,Summer     ,200.0,800.0
Gujarat,SABAR KANTHA,2010,Kharif     ,5600.0,12000.0
Gujarat,SABAR KANTHA,2011,Kharif     ,6700.0,15900.0
Gujarat,SABAR KANTHA,2012,Kharif     ,3700.0,8200.0
Gujarat,SURAT,2010,Kharif     ,60700.0,124000.0
Gujarat,SURAT,2010,Summer     ,18900.0,56500.0
Gujarat,SURAT,2011,Kharif     ,52300.0,126800.0
Gujarat,SURAT,2011,Summer     ,19000.0,64000.0
Gujarat,SURAT,2012,Kharif     ,39700.0,84100.0
Gujarat,SURAT,2012,Summer     ,8900.0,26900.0
Gujarat,SURENDRANAGAR,2011,Kharif     ,500.0,1200.0
Gujarat,SURENDRANAGAR,2012,Kharif     ,200.0,400.0
Gujarat,TAPI,2010,Kharif     ,35400.0,71900.0
Gujarat,TAPI,2010,Summer     ,2600.0,7900.0
Gujarat,TAPI,2011,Kharif     ,47300.0,99300.0
Gujarat,TAPI,2011,Summer     ,2600.0,8300.0
Gujarat,TAPI,2012,Kharif     ,45800.0,119400.0
Gujarat,TAPI,2012,Summer     ,900.0,2900.0
Gujarat,VADODARA,2010,Kharif     ,55100.0,68100.0
Gujarat,VADODARA,2011,Kharif     ,44400.0,55300.0
Gujarat,VADODARA,2012,Kharif     ,44600.0,63200.0
Gujarat,VALSAD,2010,Kharif     ,58600.0,118200.0
Gujarat,VALSAD,2010,Summer     ,9500.0,28800.0
Gujarat,VALSAD,2011,Kharif     ,67300.0,145100.0
Gujarat,VALSAD,2011,Summer     ,2700.0,8700.0
Gujarat,VALSAD,2012,Kharif     ,63800.0,143900.0
Gujarat,VALSAD,2012,Summer     ,600.0,1700.0
Haryana,AMBALA,2010,Kharif     ,81869.0,282000.0
Haryana,AMBALA,2011,Kharif     ,82586.0,322000.0
Haryana,AMBALA,2012,Kharif     ,82642.0,343000.0
Haryana,BHIWANI,2010,Kharif     ,21314.0,44000.0
Haryana,BHIWANI,2011,Kharif     ,17520.0,46000.0
Haryana,BHIWANI,2012,Kharif     ,14981.0,40000.0
Haryana,FARIDABAD,2010,Kharif     ,9550.0,18000.0
Haryana,FARIDABAD,2011,Kharif     ,11554.0,28000.0
Haryana,FARIDABAD,2012,Kharif     ,10709.0,25000.0
Haryana,FATEHABAD,2010,Kharif     ,87580.0,348000.0
Haryana,FATEHABAD,2011,Kharif     ,87063.0,325000.0
Haryana,FATEHABAD,2012,Kharif     ,89639.0,370000.0
Haryana,GURGAON,2010,Kharif     ,5151.0,14000.0
Haryana,GURGAON,2011,Kharif     ,4803.0,15000.0
Haryana,GURGAON,2012,Kharif     ,4452.0,13000.0
Haryana,HISAR,2010,Kharif     ,44733.0,113000.0
Haryana,HISAR,2011,Kharif     ,42921.0,111000.0
Haryana,HISAR,2012,Kharif     ,42070.0,102000.0
Haryana,JHAJJAR,2010,Kharif     ,31014.0,62000.0
Haryana,JHAJJAR,2011,Kharif     ,30923.0,67000.0
Haryana,JHAJJAR,2012,Kharif     ,23128.0,53000.0
Haryana,JIND,2010,Kharif     ,113883.0,284000.0
Haryana,JIND,2011,Kharif     ,114854.0,297000.0
Haryana,JIND,2012,Kharif     ,114012.0,318000.0
Haryana,KAITHAL,2010,Kharif     ,158671.0,436000.0
Haryana,KAITHAL,2011,Kharif     ,158896.0,461000.0
Haryana,KAITHAL,2012,Kharif     ,162461.0,512000.0
Haryana,KARNAL,2010,Kharif     ,172698.0,461000.0
Haryana,KARNAL,2011,Kharif     ,165034.0,501000.0
Haryana,KARNAL,2012,Kharif     ,170172.0,572000.0
Haryana,KURUKSHETRA,2010,Kharif     ,119783.0,383000.0
Haryana,KURUKSHETRA,2011,Kharif     ,121216.0,459000.0
Haryana,KURUKSHETRA,2012,Kharif     ,110728.0,477000.0
Haryana,MAHENDRAGARH,2010,Kharif     ,25.0,
Haryana,MAHENDRAGARH,2011,Kharif     ,39.0,
Haryana,MEWAT,2010,Kharif     ,6177.0,17000.0
Haryana,MEWAT,2011,Kharif     ,6069.0,18000.0
Haryana,MEWAT,2012,Kharif     ,4051.0,13000.0
Haryana,PALWAL,2010,Kharif     ,33070.0,91000.0
Haryana,PALWAL,2011,Kharif     ,32387.0,88000.0
Haryana,PALWAL,2012,Kharif     ,30021.0,83000.0
